Book,AverageRating
8401325102,6
8401325218,6
8401325544,9
8401325633,7
8401326060,6.6666665
8401326443,7
8401326508,5
840132680X,9
8401326842,7
8401327024,9
8401327148,7
8401327180,9
840132730X,6
8401327385,5
8401327504,5
8401327571,8
8401327636,5
8401327857,5
8401327865,7
840132811X,5.5
8401328128,7
8401328136,7
8401328144,5
8401328217,7.5
8401328241,5
8401328276,5
8401328306,6.6666665
8401328667,5
8401328810,5.4
8401328934,7
8401328942,8
8401328977,8
8401328985,9
8401329027,7.5
8401329132,7
8401329175,6
8401329205,5
8401329280,5
8401329329,6.5
8401329485,6
8401329558,5
8401329566,8
8401329647,6
840132964X,8
8401329736,2
8401329841,6
840132999X,5
8401330661,5
8401331137,5
840133165X,5
8401332079,6
8401332664,7
8401332753,7
8401334055,6
8401334063,5
8401335191,10
8401335337,7
8401340152,7
8401341507,8
8401341523,6
8401341558,8
8401341574,7
8401341604,8
8401341655,10
8401341663,7
8401341671,9
8401341744,8.5
8401341760,7.5
8401341825,7
8401351545,5
8401351650,8
8401360439,7
8401370035,6
8401370108,7
8401370361,7
8401370809,10
8401371627,7
8401371716,7
8401371783,8.5
8401372178,6
8401373964,6
8401374294,8
8401374618,5
8401375606,6
8401375703,8
8401375924,7.3333335
8401375932,5
8401376114,5
8401376181,7
8401376203,8
8401376440,5
8401376513,5
8401376599,9
8401376734,5
8401377013,6
8401377250,8.333333
8401377277,10
8401377390,4
8401377617,7
8401377706,6
8401378052,5
8401378117,6.5
8401378249,7
8401378389,10
8401378435,8
840138009X,6
8401380111,5
8401380332,5
8401380472,6
8401380804,5
840138110X,9
8401381126,5
8401381630,9
8401382041,8
8401382181,5
8401385008,7
840138527X,8
8401385288,8
8401385377,7
8401385725,7
840138589X,10
840138608,7
8401386152,7
8401386411,8
8401410533,7
8401412633,7
8401413117,9
8401413621,8
840141850X,8
8401418569,9
8401418844,8.5
8401418933,8
840142108X,7.5
8401421101,8
8401421136,10
8401421594,6
8401421640,6
840142206X,6
8401422248,9
8401422515,7
8401422531,8
8401422558,9
8401422582,6
8401422590,6.5
8401422663,7.6666665
840142268X,6
84014227001,7
8401422701,8
8401422752,7
8401422825,9
840142285X,8
8401423007,10
8401423023,9.666667
8401423031,8.5
8401423058,10
8401423201,5
840142321X,8.4
8401423333,9
8401423465,6.5
8401423813,10
8401425212,7
8401426111,7
8401426715,7.25
8401427134,8
8401427150,4
8401427177,8
8401427207,7
8401427312,8.666667
8401427517,10
8401427533,7
8401427568,9
8401427762,6
8401428173,7.5
8401428416,7
8401429412,8
8401431999,4
8401435579,5
8401435706,6
8401440831,8
8401441226,6
8401442222,7
8401442230,5
8401442435,3
8401443024,6
8401443172,5
840145019,7
8401450381,5
8401450780,5
8401451310,9.5
8401460042,7
8401460144,7
840146014X,5
8401460212,7
8401460913,7
8401461111,6
8401461170,7.6
8401461251,8
8401461677,7
8401461715,5
8401461766,8
8401461782,10
8401461812,6
8401461839,7
8401461855,5
840146188X,8
8401461944,6
8401461979,5.25
8401462118,6.5
8401462215,5
8401462231,8.285714
8401462622,8
8401462746,7
8401462924,9
8401463017,6.25
8401463068,9
8401463181,6
8401463297,7.3333335
8401463300,5
8401463327,9
8401463335,6.6666665
8401464129,6
8401464285,7
8401464625,5
8401464633,5
8401464641,5
8401465516,7
8401465559,6
8401465583,4
8401466083,4
8401466350,7
8401466369,5
8401467314,6.5
8401469317,9
8401469600,9
8401469805,7
8401470226,8
840147034X,3
8401471613,8
8401472067,6
8401472512,4
8401472660,8
8401472687,5
840147356X,6
8401473756,4
8401473802,5
8401473934,8
8401474523,6
8401474604,6.5
8401474620,8
8401474655,9
8401474663,8.25
8401474671,8
840147468X,6
8401474736,9
8401474744,10
8401475546,6
8401476429,7
8401476720,7.6666665
8401476798,6
840147812X,5
8401478138,5
8401478634,6
840147941X,8.5
8401479428,10
8401479436,7.6666665
8401479444,9.5
8401479452,9
8401479460,8.25
8401479541,7
840147955X,8
8401480019,7.3333335
8401480116,7
8401480353,4
840148569X,8
8401485827,9
8401490014,6.5
8401490022,7.5
8401490057,5
8401490286,5
8401490316,2
8401490324,5
840149043X,7.5
8401490618,3
8401490693,6
8401490715,7
8401490979,7
8401490987,6.75
8401490995,8
8401491010,5
8401491029,6.909091
8401491061,10
840149107X,3
8401491150,5
8401491169,6
8401491177,6
8401491363,7
8401491460,8
8401491495,2
8401491509,7
8401491568,8
8401491614,10
8401491703,5
8401491711,4
8401491819,10
8401491827,6
8401491835,6
8401491843,7.75
8401491851,7
840149186X,8
8401491894,6
8401491916,5
8401491975,7
8401491991,7
8401492009,8
8401492025,6.75
8401492041,8
8401492149,5
8401492203,7
8401492211,7
8401492238,5.5
8401492319,6
8401492335,5
8401492343,7
840149236X,6
8401492408,6.6
8401492521,8
8401492726,7.5
8401492742,9
8401492823,6.5
840149284X,7
8401492858,7
840149303X,7
8401493064,9
8401493102,7
8401493129,5
8401493153,5
8401493196,7
8401493234,10
8401493331,5
8401494125,8
8401495210,5
8401495229,5
8401495237,10
8401495337,5
8401495423,8
8401496063,6
8401496071,6
840149608X,6
8401496128,7
8401496519,10
8401496608,8
8401496616,8
8401496691,7
8401496764,7.5
8401496772,7
8401496780,6
8401497477,6
8401497612,7
8401497639,9
840149768X,10
8401497833,8
8401497914,6
8401497922,5
8401498422,7
8401498732,5
8401498759,5
8401498821,5
8401498848,6
8401499046,9
8401499127,8
8401499135,6.5
8401499143,6.6666665
8401499151,5.5
8401499186,3
8401499216,6
8401499259,5
840149950X,6
8401499534,7
8401499542,5
8401499569,5
8401499577,7
8401499585,9
8401499593,5
8401499623,6
840149964X,6
8401499682,5
8401499712,5
8401499739,5
8401499755,6
8401499763,7
840149981X,5
8401499895,5
8401499909,7
8401499917,5
8401506557,7
8401517028,10
8401520053,7
8401520509,7
8401520738,7
8401530423,4
8401540097,7
8401540836,7
8401540968,6
8401540976,5
840154100X,6.5
8401541034,10
8401541298,8
8401561531,6
8401570018,6
8401570506,5.5
8401570549,10
8401570557,5.6666665
8401570689,9
8401590175,10
8401590388,10
8401607892,8
8401620155,7
8401620589,6
8401805783,9
8401805848,7
8401807212,5
8401807220,5
8401807239,5
8401812542,6
8401813123,10
840181461,9
8401909821,4
8401910129,9
840192927,8
8402004563,8
8402004768,5
8402004954,8
8402005497,5
8402007139,5
8402012965,9
8402013244,7.5
8402013848,8
840201416X,8
8402014240,7
8402025064,7
840202520X,5
8402026400,5
8402029620,5
8402041973,8
8402042414,7
840204638X,6.5
8402047106,5
840204719X,8
8402047831,7
8402048323,7
8402048560,6
8402049176,8
8402050417,6
840205336X,7
8402056660,8
8402060633,7
840206180X,9
8402062148,7.5
8402062202,8
840206325X,6
8402066852,8
8402067034,9
8402067077,9
8402067115,7
8402067409,9
8402068812,9
8402068820,9
8402069614,5
8402070019,6
8402070272,9
8402070647,8
8402071899,6.5
8402072038,7
8402073654,7
8402074235,8
8402074448,9
8402074685,10
8402075142,4
8402076564,8
8402076815,8
8402077285,4
8402078168,8
8402078451,9
8402078761,7
840207975X,8
8402081479,9
8402082718,8
8402082912,7
8402083129,7
840208348X,5
8402083544,7
8402083552,5
8402085148,8
8402085350,5
8402085687,8
8402085776,6
8402085822,5
8402087132,5
8402087418,7
8402087760,7
8402087795,6
8402090443,7
8402093248,3
8402097405,8
8402103472,7
8402104487,7
840210639,8
8402107184,8
840290079,10
8403071981,7
8403092024,4
8403092148,7
8403092164,8
8403092369,8
8403092377,7
840309289X,8.333333
8403092903,9.333333
8403092946,9
8403093004,7.3333335
840309311X,6
840309375,7
8403094264,10
8403094892,8
8403593902,7
8403594348,8
8403594739,9
8403594984,7
8403595190,7
8403595417,7
8403595425,5
8403596073,1
8403596650,9
8403597150,5
8403597223,6.5
8403597282,5
8403598505,8
8403598564,6
8403599064,7
8403599072,5
8403599269,8
8403602561,6
840360257X,10
8403602626,4
8403602642,10
8403602693,5
8403602804,7
8403681011,7
8403920067,6
8404040677,8
8404570549,7
8408000713,9
8408001558,8
8408001809,10
840800199X,6
8408002511,8.333333
8408010107,5
840801014X,7
8408010190,9
8408010476,6
8408011200,7
8408011324,6
840801188X,5
8408011979,6
8408012045,7
840801207X,8.5
8408012290,8
8408012312,5
8408012428,10
8408012436,8
8408012444,4
8408012576,6
8408012886,6
8408013025,7
8408014102,7
8408014196,7
840801420X,5
8408014692,6
8408014781,9
8408015109,8
8408015486,6
8408016059,5
8408016245,6.5
840801627X,6
8408016385,7.5
8408016970,7
8408017136,7
8408017233,4
8408017241,5
84080175000,7
8408017748,8
8408017918,8
8408018094,5
840801899X,9
8408019023,6
840801966X,7
8408019686,8
8408019872,6
8408019899,5
840801997X,7
8408019988,7
8408020013,7
8408020064,6
8408020072,8
8408020080,7.5
8408020137,6
8408020331,10
8408020366,9
8408020374,6.5
8408020382,5
8408020390,6
8408020471,8
840802051X,8
8408020811,8
8408020854,8
8408020897,4
8408020935,8
8408020951,6.5
8408021036,7
8408021494,5
8408021664,9
8408021915,7
8408022083,6
8408022288,7.5
8408022296,6
8408022393,8
8408022466,4.5
8408022539,7
8408022547,6
8408022563,8
8408022741,7
8408022792,8
8408022830,7
8408022938,6.8333335
8408022946,5
8408023160,7
840802339X,7
840802342X,7
8408023624,5.5
8408023896,9
8408024396,8
8408024485,7.3333335
8408024493,5
8408024582,7
8408024639,8
8408024973,5
8408025120,8
8408025325,4
8408025449,5
8408025465,6
8408025511,7
8408025562,5
8408025651,8
8408025945,10
8408026267,4
8408026380,6.5
8408026607,7
8408026917,5
8408026933,8.5
8408027166,5
8408027190,6
8408027212,7.5
8408027441,6
8408027530,6
8408027689,6.3333335
8408027948,6
8408028472,6.6666665
8408028480,6
8408028642,6
8408028863,10
8408028901,6
8408028944,10
840802910X,5
8408029118,5
8408029622,5
8408029886,2
84080300068,8
8408030159,6
8408030256,7
8408030566,7
8408030620,4
840803085X,9
840803099X,6.5
8408031155,5
8408031740,6
8408031759,7.5
8408031767,8
8408031775,9
8408031791,7
8408031805,10
8408031813,8
8408031848,4.5
8408031996,8
8408032143,7
8408032976,8.5
8408033700,6.2
8408033840,7
8408033905,9
8408034162,9
8408034251,8
8408034413,7
8408034472,5
8408034618,5
8408034634,6
8408034855,9
8408035215,5
8408035320,5
840803533,7
8408035495,7
8408035517,6
8408035533,6
840803555X,6.5
8408035568,6
8408035584,8
8408036122,7
8408036408,6
8408036416,5.5
8408036424,6.75
8408037404,9
8408037668,6
8408037919,6
8408037951,6
8408037978,6.5
8408038338,8
8408038702,7
8408038745,4
840803880X,5
8408039008,7
840803930X,4
8408039334,7
8408039369,7.8333335
8408039636,7
8408039725,8.5
8408039938,5
8408039962,9
8408040189,7
8408040235,8
8408040243,6
8408040367,8
8408040391,10
8408040456,10
8408040596,8
8408040642,7
8408040677,4.5
8408040685,6
8408040715,4
8408040898,9
8408041193,7.5
8408041266,8
8408041770,8
8408041797,8
8408042149,10
8408042157,6
8408042181,9
840804219X,10
8408042467,6
8408043285,5
8408043625,8
8408043631,5
8408043641,7.9
8408043781,8
840804379X,8
8408043862,6
8408044001,9
8408044079,5
8408044141,7
8408044184,5
8408044575,9
8408044656,6
8408044842,9
8408045083,8
8408045121,3
8408045504,8
8408045792,8.5
8408045806,7
840804592X,5
8408045989,5
8408046489,7
8408046756,5
8408047310,5
8408047442,7
8408047450,9
8408047957,7.5
8408047981,6
8408048082,7.5
8408048317,7
8408048368,5
8408048376,8
840804866X,8.4
8408048703,7
84080487705,5
8408048783,7
8408048945,7
8408048953,7
8408049151,9
84080495I8,8
840804978X,6
840804981X,10
8408049860,6
8408049925,6
8408050044,6
8408050060,6
8408050133,7.25
8408050737,2
8408050885,9
8408051431,10
8408052152,6
8408360256,7
8408361082,8
840844370,6
840930305,7
8410021550,10
841150436,9
8420100994,7
8420113179,5
8420225222,9
842030073X,6
8420301264,8
8420302430,7
8420400025,7
8420400165,8
8420400181,10
8420400408,9
8420401153,8
8420401331,8
8420401552,10
8420401706,6
8420420413,4
8420421014,10
8420421219,8
8420421480,5
8420421804,8
8420423033,6
8420425222,10
8420425451,5
8420427055,6
8420427462,7
8420427586,7
8420427624,8
8420427683,8
8420427845,7.1666665
8420427934,7
8420428116,7
8420428191,6
8420428299,9
8420428485,6
8420428655,8
8420428701,7
8420428884,8
8420428906,5
8420428950,6.5
842042899X,6.428571
8420429031,6.5
8420429079,8
8420429139,8
8420429147,8.5
8420429171,9
842042918X,6
8420429791,5.5
8420429813,4
8420429872,9
8420429902,8
8420430714,5.3333335
8420430749,8
8420430773,7
8420430811,7.6666665
8420430927,7
8420430943,8.5
8420430986,10
8420431249,6
8420432016,7
8420432040,5
8420432113,7.2
8420432261,9
8420433012,6
8420436143,6
8420439193,8.666667
842043924X,6
8420440620,7
8420440906,5
8420441619,6.5
8420441694,8.333333
8420441708,6.571429
8420441724,6
8420441821,9
8420441872,5.5
8420441902,4
8420441929,9
842044202X,8
8420442070,5.6666665
8420442089,7
8420442127,7
8420442224,10
8420442283,8.4
8420442313,7
8420442362,8
8420442364,8.666667
8420442402,7
8420442569,8.333333
8420442887,7
8420442909,10
8420443026,8
8420443107,8.333333
8420443360,8
8420444073,7
8420444235,7
8420444367,9
8420444383,8
8420444642,7
8420444782,4
8420444839,7
842044491X,8
8420445479,7
8420445800,8
8420445835,7
8420446041,7
8420447420,8
8420447595,6
8420447625,6.6666665
8420447714,8.5
842044782X,4
8420447870,8
8420447889,7
8420447943,7.5
842044796X,7
8420447978,6.6666665
8420448133,8
8420448435,7
8420448559,7
8420448583,6.5
8420448680,6
8420448745,5
8420448869,5
8420449083,4
8420449091,7
8420449156,6
8420450006,7
8420451398,4
842045705I,7
842045706X,5
8420457213,4
8420457264,7
8420457477,5.5
8420457663,4
8420457868,8
842045804X,7.5
8420458546,8
8420458554,8
8420458562,8
8420460001,10
842046418X,9
842046435,9
842046435X,7.285714
8420464384,8
8420464457,8
8420464929,8
8420465070,6
8420465119,5
8420465321,7
8420465429,7.5
8420465534,5
8420465577,6
8420465666,9
8420466034,8.428572
8420466557,5
8420466646,6
8420466727,7
8420478407,8.25
8420478687,7
8420478725,7
8420479594,5
8420480509,5
8420480770,5
8420480797,8
8420481017,7.75
8420481025,8
8420481173,4
8420481289,9
8420481327,7
842048136X,9
8420481378,10
8420481394,9
8420481440,10
8420481610,7
842048170X,6
8420481718,9
8420481793,9
8420481882,8
8420481904,10
8420482013,7.111111
8420482064,5
8420482129,2
8420482250,7.5
8420482277,7
8420482420,8
8420482536,7.5
8420482552,8.5
8420482633,6.25
8420482684,8
8420482897,5
842048301X,9
8420483125,7.75
8420483133,6
8420483303,7
8420483508,8
8420483532,8
8420483591,7.2
8420483834,9
8420483869,5.6666665
8420483885,8
8420484385,8.666667
8420484423,8
8420485276,8
8420509515,7
8420513121,5
8420515582,10
8420516716,7.3333335
8420519723,8
8420529869,8
8420530654,6
8420530891,8
8420533300,7
8420535257,7
8420538973,7
8420540366,8
8.42E+12,7
8.42E+12,8
8420565201,7
8.42E+12,4
8420571485,6
8420600180,6
8420600202,7
8420600296,8
8420600369,7
8420600512,8
8420600695,7
8420600814,7
8420601101,7
8420601209,7
842060125X,6
8420601489,9
842060156X,4
8420601748,8
8420601985,7
8420602388,8
8420602531,7
8420602647,7.5
8420602809,9
8420603066,9
842060321X,8
8420603333,6
8420603651,8
8420603775,6.3333335
8420604062,8
8420604461,6
8420604488,7
8420604666,8
8420604674,10
8420604690,8
8420604852,7
842060500X,7
8420605166,6
8420605212,10
8420605387,6
8420605786,9
842060657X,8
8420606979,5
842060724X,10
842060769X,7
8420608122,5
8420608246,6
84206100046,5
8420610046,10
8420610070,8
8420610275,7
8420610445,9.333333
842061050X,7
8420610860,6
8420610925,10
842061095X,7
8420611085,7
8420611107,9
8420611131,6
8420611387,7.75
8420611948,9.5
8420612693,5
8420612766,5
8420612898,9
8420612979,7
8420613096,8.5
8420613126,5
8420613207,10
8420613460,8
8420613487,8.428572
8420613533,5
8420613630,9
8420613770,9
8420613819,7.5
8420614033,8
8420614289,8
8420614556,7
8420614866,6
8420614904,10
8420614998,10
8420615315,7
8420615544,8
8420615846,6.5
8420616001,8.5
8420616028,9
8420616095,8
842061615X,7
8420616168,8.5
8420616230,8
8420616249,6
8420616419,9
8420616524,5.5
8420616621,8
842061663X,8
8420616702,7
8420616737,8
8420616834,9
8420616893,8.5
8420617067,5
8420617229,9
8420617350,6
8420617393,5
8420617415,7
8420617458,9
8420617504,10
8420617539,7
8420617636,8
8420617725,8
8420617806,9
8420617865,8
8420617873,8
842061799X,9
8420618055,10
8420618101,8
8420618187,6
8420618225,8
8420618519,8.5
8420618578,7.5
8420618632,7
8420618772,5
8420618911,8
842061906X,6
8420619418,5
8420626945,7
8420627232,5
8420628409,5
8420630209,7.5
842063266,6
8420632724,7
842063283X,10
8420632848,10
8420632856,10
8420632880,10
8420632899,10
8420632988,8
8420633119,8.5
8420633127,8.6
8420633135,8
8420633143,9
8420633178,6
8420633186,6
8420633194,7
8420633224,7
8420633259,8.5
8420633275,8.5
8420633291,7
8420633305,8
842063333X,10
